Unnamed: 0,term,tag,value,pstv,neut,ngtv,dunno,distortion
27264,людство,NEUT,0.2778,0.2692,0.5,0.0962,0.1346,0.1305
27265,людський,NEUT,0.3906,0.3654,0.5,0.0673,0.0673,0.0797
27266,человечище,PSTV,0.7364,0.54,0.28,0.08,0.1,0.0919
27267,людяність,PSTV,1.0,0.88,0.04,0.0,0.08,0.0
27268,людяний,PSTV,1.0,0.84,0.16,0.0,0.0,0.0
27269,щелепу,NEUT,0.0575,0.1892,0.6396,0.0541,0.1171,0.0695
27270,чемодан,NEUT,0.04,0.18,0.64,0.09,0.09,0.135
27271,чемоданний,NEUT,0.0,0.0645,0.6774,0.129,0.129,0.0968
27272,чемоданчик,NEUT,0.4767,0.4158,0.4455,0.0099,0.1287,0.0101
27273,чемпион,PSTV,1.0,0.8,0.16,0.0,0.04,0.0
27274,чемпіонат,PSTV,0.5515,0.495,0.4257,0.0297,0.0495,0.0315
27275,чемпіонка,PSTV,0.9643,0.72,0.2,0.0,0.08,0.0
27276,чемпіонський,PSTV,1.0,0.8,0.16,0.0,0.04,0.0
27277,чемпионство,PSTV,0.9444,0.68,0.2,0.0,0.12,0.0
27278,чепуха,NGTV,-0.9231,0.04,0.2,0.64,0.12,0.0425
27279,чепчик,NEUT,0.0556,0.1786,0.6071,0.0714,0.1429,0.1
27280,черви,NEUT,-0.1111,0.17,0.56,0.23,0.04,0.2957
27281,черв'як,NEUT,-0.1429,0.13,0.56,0.21,0.1,0.2105
27282,черв'як,NEUT,-0.0432,0.15,0.57,0.17,0.11,0.2824
27283,черв'ячок,NEUT,0.378,0.3529,0.5,0.1078,0.0392,0.1408
27284,горище,NEUT,0.0,0.16,0.72,0.04,0.08,0.05
27285,чергування,NEUT,0.0,0.04,0.84,0.0,0.12,0.0
27286,чергувати,NEUT,0.0,0.08,0.76,0.04,0.12,0.06
27287,чергуватися,NEUT,0.0,0.1613,0.7097,0.0323,0.0968,0.0387
27288,черемша,NEUT,0.2742,0.2376,0.4455,0.0594,0.2574,0.0743
27289,череп,NEUT,-0.2636,0.1238,0.5143,0.2667,0.0952,0.1813
27290,черепаха,NEUT,0.2286,0.2787,0.5902,0.0574,0.0738,0.0692
27291,черепашачий,NEUT,0.0161,0.1553,0.5922,0.1359,0.1165,0.2549
27292,черепашка,PSTV,0.6395,0.5288,0.3558,0.0096,0.1058,0.0098
27293,черепиця,NEUT,0.0,0.0,0.8,0.04,0.16,0.0
27294,черепок,NEUT,-0.197,0.1165,0.5146,0.2233,0.1456,0.1773
27295,надто,NGTV,-0.6818,0.0891,0.3267,0.5446,0.0396,0.1037
27296,черешневий,NEUT,0.2982,0.2871,0.505,0.0396,0.1683,0.0451
27297,черешня,NEUT,0.5373,0.4752,0.4257,0.0495,0.0495,0.0547
27298,черкає,NEUT,-0.3491,0.0792,0.4554,0.297,0.1683,0.1003
27299,черкнути,NEUT,0.0,0.04,0.68,0.16,0.12,0.05
27300,чорніння,NEUT,-0.1856,0.1346,0.4423,0.2212,0.2019,0.2166
27301,чорниця,PSTV,0.6397,0.5524,0.3714,0.0286,0.0476,0.03
27302,чорнило,NEUT,0.0,0.08,0.8,0.04,0.08,0.06
27303,черничный,NEUT,0.1,0.2069,0.6207,0.069,0.1034,0.092
27304,чорнобородий,NEUT,0.0,0.12,0.72,0.04,0.12,0.0533
27305,чорнобривий,NEUT,0.0,0.1481,0.8148,0.0,0.037000000000000005,0.0
27306,чернетка,NEUT,0.0,0.16,0.72,0.04,0.08,0.05
27307,чорнявий,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27308,чорноокий,NEUT,0.0,0.037000000000000005,0.8148,0.037000000000000005,0.1111,0.0741
27309,чорногорський,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27310,чорнозем,NEUT,0.4153,0.36,0.46,0.05,0.13,0.0569
27311,чорноморський,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27312,чорнослив,NEUT,0.374,0.37,0.53,0.03,0.07,0.0324
27313,чорнота,NGTV,-0.5,0.0396,0.4356,0.4356,0.0891,0.0432
27314,чорнохвостий,NEUT,0.1,0.1724,0.5172,0.069,0.2414,0.0966
27315,черпати,NEUT,0.0769,0.2,0.64,0.04,0.12,0.048
27316,черпнуть,NEUT,0.2043,0.2621,0.5922,0.0097,0.1359,0.0101
27317,черствіти,NGTV,-1.0,0.0,0.1538,0.7692,0.0769,0.0
27318,риса,NEUT,0.0,0.1538,0.6538,0.0385,0.1538,0.0481
27319,креслити,NEUT,0.0243,0.1765,0.6569,0.0882,0.0784,0.1324
27320,бісова,NGTV,-0.8042,0.1471,0.1863,0.5196,0.1471,0.1887
27321,чертовски,NEUT,0.0813,0.29,0.34,0.24,0.13,0.4386
27322,чертовский,NEUT,-0.2892,0.2673,0.2376,0.4455,0.0495,0.4277
27323,чертог,NEUT,0.2727,0.23,0.4,0.11,0.26,0.1626
27324,креслення,NEUT,0.0,0.08,0.76,0.04,0.12,0.06
27325,чортеня,NGTV,-0.6507,0.1485,0.2475,0.4851,0.1188,0.194
27326,креслення,NEUT,0.2857,0.2839,0.5161,0.0968,0.1032,0.1298
27327,черемха,NEUT,0.4449,0.4,0.47,0.02,0.11,0.021
27328,чесання,NEUT,-0.0789,0.0932,0.5932,0.1864,0.1271,0.1398
27329,чесати,NEUT,0.0769,0.1786,0.5714,0.0714,0.1786,0.1
27330,свербіти,NEUT,-0.2895,0.068,0.5243,0.2913,0.1165,0.0838
27331,часник,NEUT,0.3649,0.32,0.47,0.11,0.1,0.1478
27332,часниковий,NEUT,0.0172,0.1724,0.6552,0.069,0.1034,0.0966
27333,часничок,NEUT,0.1,0.16,0.48,0.04,0.32,0.05
27334,короста,NGTV,-0.9,0.0769,0.2308,0.6923,0.0,0.0855
27335,чесна,PSTV,1.0,0.84,0.12,0.04,0.0,0.0419
27336,честность,PSTV,1.0,1.0,0.0,0.0,0.0,0.0
27337,чесний,PSTV,1.0,0.8846,0.0385,0.0,0.0769,0.0
27338,честь,PSTV,1.0,0.92,0.04,0.04,0.0,0.0417
27339,четвер,NEUT,0.0,0.08,0.84,0.0,0.08,0.0
27340,карачки,NEUT,0.0,0.0,0.76,0.12,0.12,0.0
27341,четвертокласник,NEUT,0.1,0.2078,0.6234,0.0519,0.1169,0.0649
27342,чотириногий,NEUT,0.0,0.1111,0.7778,0.037000000000000005,0.0741,0.0494
27343,чотиривірш,NEUT,0.2091,0.26,0.58,0.06,0.1,0.0738
27344,рядочки,NEUT,0.2027,0.26,0.59,0.03,0.12,0.0335
27345,четвертинка,NEUT,0.1832,0.23,0.55,0.07,0.15,0.0913
27346,чверть,NEUT,0.0,0.12,0.56,0.0,0.32,0.0
27347,чвертьфінальний,NEUT,0.0,0.1613,0.6452,0.0645,0.129,0.0903
27348,четвірка,NEUT,0.388,0.3627,0.5,0.049,0.0882,0.0556
27349,чотириколісного,NEUT,0.0915,0.2154,0.6615,0.0615,0.0615,0.0791
27350,чотиригранний,NEUT,0.1,0.1935,0.5806,0.0323,0.1935,0.0376
27351,чотириденний,NEUT,0.0,0.1111,0.7407,0.037000000000000005,0.1111,0.0494
27352,четырёхкратный,NEUT,0.2168,0.27,0.59,0.02,0.12,0.0215
27353,чотириріччя,NEUT,0.1,0.2333,0.7,0.0,0.0667,0.0
27354,чотирирічний,NEUT,0.1,0.2088,0.6264,0.0659,0.0989,0.0868
27355,четырёхлистный,NEUT,0.1,0.2295,0.6885,0.0492,0.0328,0.0597
27356,чотиримісний,NEUT,0.1,0.2222,0.6667,0.0278,0.0833,0.0313
27357,чотиримісячний,NEUT,0.0,0.1538,0.6538,0.0,0.1923,0.0
27358,чотиритомник,NEUT,0.0,0.1111,0.6667,0.037000000000000005,0.1852,0.0494
27359,чотиритомний,NEUT,0.0172,0.1923,0.7308,0.0385,0.0385,0.0462
27360,чотиритисячне,NEUT,0.1,0.2222,0.6667,0.0476,0.0635,0.0578
27361,чотирикутник,NEUT,0.0,0.1111,0.7778,0.037000000000000005,0.0741,0.0494
27362,чотирикутний,NEUT,0.0,0.12,0.84,0.04,0.0,0.0533
27363,чотиригодинний,NEUT,0.0,0.0385,0.8462,0.0385,0.0769,0.0769
27364,чотириповерховий,NEUT,0.0,0.12,0.76,0.04,0.08,0.0533
27365,чехарда,NEUT,0.2276,0.34,0.33,0.2,0.13,0.3176
27366,чохол,NEUT,0.0,0.16,0.8,0.0,0.04,0.0
27367,чохол,NEUT,0.4375,0.396,0.4752,0.0198,0.1089,0.0208
27368,сочевиця,NEUT,0.3607,0.3431,0.5098,0.0098,0.1373,0.0101
27369,чеченець,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27370,чеченський,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27371,чечётка,NEUT,0.4194,0.3725,0.4706,0.0196,0.1373,0.0206
27372,чешка,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27373,чешский,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27374,чешуя,NEUT,0.0357,0.1852,0.6667,0.037000000000000005,0.1111,0.0444
27375,чиж,NEUT,0.3898,0.3465,0.4752,0.0594,0.1188,0.0696
27376,чижик,NEUT,0.4911,0.37,0.38,0.03,0.22,0.0324
27377,чізкейк,NEUT,0.5365,0.4757,0.4272,0.0388,0.0583,0.042
27378,чили,NEUT,0.1749,0.21,0.47,0.13,0.19,0.2105
27379,чинить,PSTV,1.0,0.72,0.12,0.04,0.12,0.0422
27380,чиновник,NEUT,-0.3348,0.0693,0.505,0.3168,0.1089,0.0845
27381,чиновничество,NGTV,-0.4231,0.0787,0.4331,0.3465,0.1417,0.0966
27382,чіп,NEUT,0.093,0.17,0.52,0.13,0.18,0.2294
27383,чіпс,NEUT,0.2198,0.22,0.46,0.12,0.2,0.1855
27384,цвірінькання,NEUT,0.4281,0.4216,0.5196,0.0392,0.0196,0.0429
27385,чірікать,NEUT,0.3087,0.3069,0.5248,0.0594,0.1089,0.0709
27386,чірікнуть,NEUT,0.3609,0.3267,0.4851,0.1089,0.0792,0.1452
27387,чирканье,NEUT,-0.019,0.1961,0.451,0.2059,0.1471,0.3828
27388,чиркнути,NEUT,-0.0278,0.0857,0.6667,0.181,0.0667,0.1263
27389,чисельність,NEUT,0.0,0.1481,0.6667,0.0,0.1852,0.0
27390,чисельник,NEUT,0.0172,0.1724,0.6552,0.069,0.1034,0.0966
27391,числительный,NEUT,0.1,0.2121,0.6364,0.0,0.1515,0.0
27392,числиться,NEUT,0.0,0.1429,0.7347,0.0612,0.0612,0.0875
27393,число,NEUT,0.0,0.12,0.52,0.04,0.32,0.0533
27394,найчистіший,PSTV,1.0,0.8,0.08,0.04,0.08,0.042
27395,чистенький,PSTV,1.0,0.84,0.16,0.0,0.0,0.0
27396,чистилище,NEUT,-0.2632,0.2079,0.2673,0.3564,0.1683,0.3292
27397,чистильник,NEUT,0.4174,0.3558,0.4519,0.0481,0.1442,0.0546
27398,чистити,PSTV,0.6111,0.5238,0.381,0.0476,0.0476,0.0519
27399,чиститься,PSTV,0.584,0.5,0.3922,0.0294,0.0784,0.0311
27400,чистка,PSTV,0.5826,0.4653,0.3663,0.0792,0.0891,0.0927
27401,чистовик,NEUT,0.1,0.24,0.72,0.0,0.04,0.0
27402,чистокровный,PSTV,0.6983,0.5243,0.301,0.0388,0.1359,0.0417
27403,чистописання,PSTV,0.7258,0.5825,0.3107,0.0097,0.0971,0.0099
27404,охайність,PSTV,1.0,0.9231,0.0769,0.0,0.0,0.0
27405,чистоплотный,PSTV,1.0,0.88,0.08,0.04,0.0,0.0418
27406,чистопорідний,PSTV,1.0,0.7778,0.1852,0.0,0.037000000000000005,0.0
27407,чистосердечный,PSTV,1.0,0.8077,0.1154,0.0,0.0769,0.0
27408,чистота,PSTV,1.0,0.8462,0.0,0.0385,0.1154,0.0402
27409,чистий,PSTV,1.0,0.8,0.16,0.0,0.04,0.0
27410,чистюля,PSTV,1.0,0.6296,0.1481,0.0741,0.1481,0.0828
27411,читаемость,PSTV,0.6707,0.5446,0.3366,0.0396,0.0792,0.0425
27412,читальный,NEUT,0.4836,0.396,0.4158,0.0495,0.1386,0.0557
27413,читач,PSTV,0.5956,0.4954,0.3761,0.0367,0.0917,0.0394
27414,читательница,NEUT,0.4724,0.4273,0.4636,0.0091,0.1,0.0093
27415,читацький,NEUT,0.4545,0.4078,0.466,0.0583,0.068,0.0666
27416,читати,PSTV,0.6462,0.5091,0.3364,0.0545,0.1,0.0604
27417,читаться,NEUT,0.2864,0.27,0.49,0.02,0.22,0.0215
27418,читер,NGTV,-1.0,0.0323,0.129,0.6129,0.2258,0.034
27419,чиханье,NEUT,-0.1807,0.1,0.5909,0.2455,0.0636,0.1407
27420,чхальний,NEUT,-0.302,0.09,0.47,0.27,0.17,0.12
27421,чхати,NEUT,-0.0922,0.1782,0.5248,0.2277,0.0693,0.3177
27422,чхнути,NEUT,0.1,0.2222,0.6667,0.037000000000000005,0.0741,0.0432
27423,чихуахуа,NEUT,0.4189,0.34,0.43,0.06,0.17,0.0706
27424,член,NEUT,0.0106,0.1569,0.6078,0.1078,0.1275,0.182
27425,членораздельный,NEUT,0.2263,0.2277,0.4851,0.0396,0.2475,0.0465
27426,членство,NEUT,0.1,0.2133,0.64,0.0267,0.12,0.03
27427,чмоканье,NEUT,0.0,0.3107,0.2816,0.3107,0.0971,0.6214
27428,чмокать,PSTV,0.6792,0.4752,0.2871,0.1188,0.1188,0.1485
27429,чмокнути,PSTV,1.0,0.72,0.16,0.04,0.08,0.0422
27430,чоканье,NEUT,-0.0545,0.21,0.4,0.24,0.15,0.3938
27431,чокатися,NEUT,0.2906,0.3077,0.4423,0.1442,0.1058,0.2118
27432,чокнутый,NGTV,-1.0,0.0,0.12,0.84,0.04,0.0
27433,почаркуватися,NGTV,-0.94,0.0857,0.2,0.6714,0.0429,0.0967
27434,що загрожує,NGTV,-0.8152,0.12,0.21,0.5,0.17,0.1488
27435,чрезвычайность,NGTV,-0.4407,0.1373,0.3431,0.3922,0.1275,0.1853
27436,чрезвычайный,NEUT,-0.2066,0.1875,0.4196,0.3125,0.0804,0.3
27437,надмірність,NGTV,-0.7871,0.1154,0.2308,0.5096,0.1442,0.1415
27438,чрезмерный,NGTV,-0.5561,0.12,0.33,0.43,0.12,0.1535
27439,читання,PSTV,0.6951,0.5644,0.3267,0.0693,0.0396,0.0778
27440,чтиво,NEUT,0.2712,0.3235,0.3529,0.1667,0.1569,0.2525
27441,чувак,NEUT,-0.1,0.0357,0.6429,0.2143,0.1071,0.0417
27442,чувиха,NGTV,-0.4315,0.1415,0.3302,0.3868,0.1415,0.1933
27443,чувственный,PSTV,0.9,0.6462,0.2154,0.0462,0.0923,0.0495
27444,чувствительность,NEUT,0.5391,0.4554,0.4059,0.0396,0.099,0.043
27445,чувствительный,NEUT,0.4535,0.41,0.47,0.05,0.07,0.0561
27446,чувство,NEUT,0.3906,0.3725,0.5098,0.0294,0.0882,0.0317
27447,чувствование,NEUT,0.3952,0.37,0.5,0.02,0.11,0.0211
27448,чувствовать,PSTV,0.5719,0.5196,0.4216,0.0098,0.049,0.01
27449,чувствоваться,NEUT,0.431,0.36,0.44,0.05,0.15,0.0569
27450,чугун,NEUT,0.1,0.2051,0.6154,0.0513,0.1282,0.0641
27451,чудак,NEUT,0.0297,0.2308,0.5214,0.2137,0.0342,0.4115
27452,чудаковатость,NEUT,-0.0345,0.22,0.48,0.24,0.06,0.4217
27453,чудаческий,NEUT,0.0132,0.2424,0.3864,0.2348,0.1364,0.4624
27454,чудачество,NEUT,0.16,0.3366,0.297,0.2376,0.1287,0.4054
27455,чудачить,NEUT,0.0179,0.23,0.43,0.22,0.12,0.4304
27456,чудесить,NEUT,0.4370000000000001,0.3853,0.3028,0.1468,0.1651,0.2027
27457,чудесный,PSTV,1.0,0.8,0.04,0.04,0.12,0.042
27458,чудик,NEUT,-0.0313,0.2647,0.3137,0.2843,0.1373,0.5112
27459,чудить,NEUT,-0.0772,0.2404,0.375,0.2885,0.0962,0.4407
27460,чудиться,NEUT,0.2041,0.211,0.4771,0.1193,0.1927,0.1867
27461,чудище,NGTV,-1.0,0.04,0.12,0.8,0.04,0.042
27462,чудной,PSTV,0.5806,0.4486,0.3551,0.1028,0.0935,0.1264
27463,чудный,PSTV,1.0,0.6923,0.1538,0.0769,0.0769,0.0855
27464,чудо,PSTV,1.0,0.8,0.16,0.04,0.0,0.042
27465,чудо-юдо,NEUT,0.0602,0.301,0.3301,0.2621,0.1068,0.4904
27466,чудовище,NGTV,-0.9324,0.0606,0.2121,0.6970000000000001,0.0303,0.0659
27467,чудовищность,NGTV,-1.0,0.0385,0.1538,0.8077,0.0,0.0403
27468,чудовищный,NGTV,-1.0,0.0,0.1154,0.8846,0.0,0.0
27469,чудодейственность,PSTV,1.0,0.6897,0.1034,0.0345,0.1724,0.0362
27470,чужак,NGTV,-0.75,0.02,0.31,0.62,0.05,0.0206
27471,чуждость,NGTV,-0.7188,0.049,0.2451,0.451,0.2549,0.0543
27472,чуждый,NGTV,-0.715,0.08,0.28,0.51,0.13,0.0925
27473,чужеземец,NEUT,-0.1346,0.1287,0.5941,0.2178,0.0594,0.2048
27474,чужеземка,NEUT,-0.1,0.0571,0.6857,0.2286,0.0286,0.0714
27475,чужестранец,NEUT,0.0,0.1176,0.6765,0.1275,0.0784,0.2262
27476,чужестранка,NEUT,0.0357,0.1923,0.6923,0.0385,0.0769,0.0462
27477,чужое,NEUT,-0.3455,0.1068,0.466,0.301,0.1262,0.1447
27478,чукча,NEUT,-0.0583,0.1782,0.495,0.2079,0.1188,0.331
27479,чулан,NEUT,0.0,0.04,0.88,0.04,0.04,0.08
27480,чумазый,NGTV,-0.9,0.0769,0.2308,0.6923,0.0,0.0855
27481,чурка,NGTV,-0.75,0.0654,0.2617,0.5234,0.1495,0.0736
27482,чуткий,PSTV,1.0,0.7692,0.0769,0.0769,0.0769,0.0846
27483,чуткость,PSTV,1.0,0.8214,0.1071,0.0714,0.0,0.0776
27484,чуточку,NEUT,0.0,0.12,0.88,0.0,0.0,0.0
27485,чуть-чуть,NEUT,0.1,0.2093,0.6279,0.0698,0.093,0.093
27486,чутьё,PSTV,0.7437,0.5842,0.297,0.0495,0.0693,0.0537
27487,чучело,NGTV,-0.3919,0.08,0.45,0.33,0.14,0.0994
27488,чушь,NGTV,-1.0,0.037000000000000005,0.1852,0.7778,0.0,0.0388
27489,чуять,NEUT,0.0806,0.24,0.76,0.0,0.0,0.0
27490,чёлка,NEUT,0.0,0.0645,0.7419,0.0323,0.1613,0.0484
27491,чёлочка,NEUT,0.3534,0.33,0.5,0.06,0.11,0.0709
27492,чёрненький,NEUT,0.1397,0.2524,0.5146,0.1748,0.0583,0.2957
27493,чёрный,NEUT,0.0,0.037000000000000005,0.8148,0.1481,0.0,0.0463
27494,чёрствый,NGTV,-0.8628,0.03,0.24,0.65,0.08,0.0314
27495,чёрт,NGTV,-0.9,0.0,0.2195,0.6585,0.122,0.0
27496,чёртик,NGTV,-0.6589,0.1089,0.297,0.4653,0.1287,0.1344
27497,чёртов,NGTV,-1.0,0.0,0.1538,0.7692,0.0769,0.0
27498,чёрточка,NEUT,0.1944,0.25,0.58,0.08,0.09,0.1056
27499,чёткий,PSTV,0.9091,0.6897,0.2241,0.0345,0.0517,0.0362
27500,чёткость,PSTV,0.8304,0.6139,0.2475,0.0495,0.0891,0.0535
27501,чётность,NEUT,0.316,0.3366,0.5644,0.0198,0.0792,0.021
27502,чётный,NEUT,0.1106,0.215,0.6262,0.0187,0.1402,0.0203
27503,шаблон,NEUT,0.0934,0.2093,0.6395,0.0698,0.0814,0.093
27504,шаверма,PSTV,0.5565,0.46,0.39,0.04,0.11,0.0435
27505,шаг,NEUT,0.0,0.1667,0.7,0.0667,0.0667,0.0933
27506,шагать,NEUT,0.3978,0.402,0.5392,0.0196,0.0392,0.0206
27507,шагнуть,NEUT,0.2826,0.3186,0.5841,0.0354,0.0619,0.0393
27508,шагомер,NEUT,0.0,0.1111,0.7407,0.037000000000000005,0.1111,0.0494
27509,шажок,NEUT,0.364,0.3462,0.5096,0.0673,0.0769,0.0804
27510,шажочек,NEUT,0.5,0.4151,0.4151,0.0377,0.1321,0.0412
27511,шайба,NEUT,0.0,0.16,0.72,0.0,0.12,0.0
27512,шалаш,NEUT,0.1486,0.2308,0.6058,0.0673,0.0962,0.0869
27513,шалашик,NEUT,0.5357,0.396,0.3564,0.0594,0.1881,0.0683
27514,пустувати,NEUT,-0.1733,0.2404,0.3365,0.3558,0.0673,0.4028
27515,пустотливість,NEUT,0.2,0.3178,0.3738,0.1963,0.1121,0.3175
27516,пустотливий,NEUT,0.1967,0.2952,0.419,0.181,0.1048,0.2919
27517,пустощі,NEUT,-0.2723,0.1584,0.4257,0.3168,0.099,0.2376
27518,пустун,NEUT,-0.0595,0.2571,0.3524,0.2952,0.0952,0.4811
27519,шалунишка,NEUT,0.24,0.3036,0.3393,0.1696,0.1875,0.2644
27520,шалунья,NEUT,0.2097,0.36,0.3,0.23,0.11,0.3769
27521,шаль,NEUT,0.3532,0.301,0.4563,0.0777,0.165,0.0977
27522,шальной,NEUT,-0.2747,0.1584,0.4059,0.3168,0.1188,0.2376
27523,шампиньон,NEUT,0.0769,0.2,0.64,0.04,0.12,0.048
27524,шампунь,NEUT,0.2815,0.3069,0.5644,0.0198,0.1089,0.0211
27525,шампур,NEUT,0.1792,0.2376,0.5743,0.0792,0.1089,0.1056
27526,шанс,PSTV,1.0,0.88,0.04,0.04,0.04,0.0418
27527,шантаж,NGTV,-1.0,0.04,0.16,0.72,0.08,0.0422
27528,шантажирование,NGTV,-1.0,0.0741,0.0,0.9259,0.0,0.08
27529,шантажувати,NGTV,-1.0,0.0333,0.0667,0.9,0.0,0.0346
27530,шантажист,NGTV,-1.0,0.0385,0.1538,0.7692,0.0385,0.0404
27531,шантажистка,NGTV,-1.0,0.0741,0.037000000000000005,0.8889,0.0,0.0802
27532,шантажний,NGTV,-1.0,0.0882,0.0294,0.7353,0.1471,0.0988
27533,шапка,NEUT,0.4248,0.402,0.5,0.0294,0.0686,0.0316
27534,шапка-невидимка,NEUT,0.3438,0.3186,0.4956,0.0531,0.1327,0.0619
27535,шапокляк,NGTV,-0.5981,0.18,0.23,0.5,0.09,0.2448
27536,шапочка,PSTV,0.629,0.5098,0.3529,0.0392,0.098,0.0422
27537,куля,NEUT,0.0172,0.2,0.76,0.0,0.04,0.0
27538,шарага,NGTV,-0.7887,0.0962,0.2212,0.4904,0.1923,0.115
27539,шарахать,NGTV,-1.0,0.0769,0.1154,0.6154,0.1923,0.0865
27540,шарахаться,NGTV,-0.7241,0.0588,0.2941,0.5489999999999999,0.098,0.0651
27541,торохнути,NGTV,-0.9429,0.087,0.1884,0.6377,0.087,0.0988
27542,торохнути,NGTV,-0.8491,0.05,0.23,0.6,0.12,0.0542
27543,шарик,NEUT,0.4281,0.3644,0.4492,0.0508,0.1356,0.0579
27544,шариковый,NEUT,0.0,0.1111,0.7778,0.0,0.1111,0.0
27545,шарить,NEUT,0.5439,0.4706,0.2745,0.1667,0.0882,0.2257
27546,човгання,NGTV,-0.4756,0.049,0.4216,0.3922,0.1373,0.0551
27547,шаркать,NGTV,-0.5,0.0194,0.3786,0.3786,0.2233,0.0204
27548,шаркнуть,NEUT,-0.2982,0.0686,0.5,0.2843,0.1471,0.0852
27549,шарлатан,NGTV,-1.0,0.0714,0.0714,0.7143,0.1429,0.0786
27550,шарлатанів,NGTV,-1.0,0.0741,0.0741,0.7778,0.0741,0.0811
27551,шарлатанство,NGTV,-1.0,0.0645,0.0323,0.9032,0.0,0.0691
27552,шарлотка,PSTV,0.6724,0.52,0.32,0.04,0.12,0.0431
27553,кульової,NEUT,0.0,0.129,0.6774,0.0645,0.129,0.0968
27554,кулястий,NEUT,0.1,0.2222,0.6667,0.0,0.1111,0.0
27555,шарф,NEUT,0.3649,0.32,0.47,0.07,0.14,0.0853
27556,шарфик,NEUT,0.5075,0.45,0.44,0.01,0.1,0.0102
27557,шастати,NGTV,-0.5233,0.0971,0.4078,0.4369,0.0583,0.1187
27558,хитання,NGTV,-0.4098,0.05,0.48,0.37,0.1,0.0568
27559,шатать,NEUT,-0.1,0.0541,0.6486,0.2162,0.0811,0.0676
27560,шататься,NGTV,-0.5607,0.12,0.31,0.42,0.15,0.1543
27561,шатенка,NEUT,0.1,0.2143,0.6429,0.0,0.1429,0.0
27562,хиткий,NGTV,-0.9074,0.0814,0.18600000000000005,0.5698,0.1628,0.093
27563,шатнуться,NEUT,-0.2768,0.0891,0.5347,0.2871,0.0891,0.1168
27564,шаттл,NEUT,0.0,0.12,0.72,0.04,0.12,0.0533
27565,шаурма,PSTV,0.6842,0.5049,0.301,0.0971,0.0971,0.1158
27566,шах,NEUT,0.0,0.1714,0.5238,0.1714,0.1333,0.3429
27567,шахіст,NEUT,0.4296,0.4314,0.5294,0.0196,0.0196,0.0205
27568,шахістка,NEUT,0.4925,0.44,0.45,0.02,0.09,0.0209
27569,шахматы,NEUT,0.5465,0.4519,0.3942,0.0577,0.0962,0.0651
27570,шахта,NEUT,0.0,0.08,0.76,0.04,0.12,0.06
27571,шахтёр,NEUT,0.3974,0.3465,0.4653,0.0693,0.1188,0.0832
27572,шахтёрский,NEUT,0.1,0.2105,0.6316,0.0702,0.0877,0.0936
27573,шашка,NEUT,0.0455,0.16,0.56,0.04,0.24,0.05
27574,шашлык,PSTV,0.6136,0.54,0.39,0.03,0.04,0.0317
27575,шашлычный,PSTV,0.6176,0.49,0.35,0.03,0.13,0.0318
27576,шашличок,PSTV,1.0,0.76,0.08,0.0,0.16,0.0
27577,швабра,NEUT,0.0,0.1485,0.6436,0.1089,0.099,0.1888
27578,швартуватися,NEUT,0.2156,0.2574,0.5644,0.0594,0.1188,0.0731
27579,швед,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27580,шведський,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27581,швейний,NEUT,0.0,0.16,0.76,0.04,0.04,0.05
27582,швейцарський,NEUT,0.0,0.0,1.0,0.0,0.0,0.0
27583,швачка,NEUT,0.3136,0.32,0.54,0.04,0.1,0.045
27584,жбурнути,NGTV,-0.9,0.0392,0.2157,0.6471,0.098,0.0416
27585,кидання,NGTV,-0.9098,0.0364,0.2182,0.6727,0.0727,0.0383
27586,жбурляти,NGTV,-0.9255,0.0476,0.2143,0.6905,0.0476,0.0509
27587,кидатися,NGTV,-1.0,0.0882,0.1471,0.7059,0.0588,0.0993
27588,ворушіння,NEUT,0.1667,0.22,0.55,0.09,0.14,0.1268
27589,ворушити,NEUT,0.0,0.1481,0.7778,0.0,0.0741,0.0
27590,ворушитися,NEUT,0.1667,0.2353,0.5882,0.0882,0.0882,0.1213
27591,ворухнути,NEUT,0.0,0.0714,0.8571,0.0357,0.0357,0.0536
27592,ворухнутися,NEUT,0.0,0.1923,0.7692,0.0,0.0385,0.0
27593,шевелюра,NEUT,0.3077,0.28,0.48,0.11,0.13,0.1532
27594,шедевр,PSTV,1.0,0.88,0.04,0.0,0.08,0.0
27595,шелест,NEUT,0.1,0.2,0.6,0.0667,0.1333,0.0889
27596,шелестіти,NEUT,0.1238,0.2079,0.5842,0.1287,0.0792,0.2084
27597,шелковистость,PSTV,0.9444,0.68,0.2,0.04,0.08,0.0424
27598,шовковистий,PSTV,0.7174,0.55,0.3,0.05,0.1,0.0545
27599,шовковиця,NEUT,0.3348,0.3168,0.505,0.0297,0.1485,0.0325
27600,шелохнуться,NEUT,0.0,0.037000000000000005,0.8148,0.037000000000000005,0.1111,0.0741
27601,шелушиться,NGTV,-0.541,0.05,0.39,0.44,0.12,0.0557
27602,шепелявість,NGTV,-0.5082,0.1275,0.3627,0.4314,0.0784,0.1651
